Type,Product,Brand,Name,Price
Base,定妝,LAURA MERCIER 蘿拉蜜思,煥顏透明蜜粉,1600
Base,定妝,SHISEIDO 資生堂-東京櫃,恬蜜花漾蜜粉,1800
Base,定妝,innisfree,無油無慮礦物控油蜜粉 No sebum mineral powder,240
Base,定妝,GIVENCHY 紀梵希,新一代魅力4G幻彩蜜粉,2050
Base,定妝,CHANEL 香奈兒,輕盈完美蜜粉,1840
Base,定妝,COVERMARK,水漾嫩肌鑽石光蜜粉 Sheer Powder,1650
Base,定妝,FANCL,晶透瓷肌蜜粉,1150
Base,定妝,Chacott For Professionals,完妝蜜粉 Finishing Powder,550/680
Base,定妝,GIORGIO ARMANI 亞曼尼,輕質羽絨蜜粉 micro-fil loose powder,1950
Base,定妝,MAKE UP FOR EVER,蜜粉 SUPER MATTE LOOSE POWDER,1600
Base,定妝,Kesalan Patharan 碧雅詩,超透澤微粒子蜜粉,1300
Base,定妝,MAYBELLINE 媚比琳,FIT ME空氣絲絨蜜粉,450
Base,定妝,GIORGIO ARMANI 亞曼尼,輕紗裸光慕斯蜜粉餅 NEO NUDE FUSHION POWDER,2600
Base,定妝,MAKE UP FOR EVER,ULTRA HD 超進化無瑕微晶蜜粉餅,1400
Base,定妝,RCMA Makeup,[海外販售] No-Color Powder,0
Base,定妝,SOFINA 蘇菲娜,漾緁控油瓷效蜜粉,420
Base,定妝,NARS,裸光蜜粉餅,1350
Base,定妝,CANMAKE,棉花糖蜜粉餅 Marshmallow Finish Powder,520
Base,定妝,MIKIMOTO 御木本,珍珠光蜜粉,2480
Base,定妝,Whoo 后,金鐏玉帛珍珠蜜粉 MI JEWERLY POWDER,1980
Base,定妝,JILL STUART 吉麗絲朵,天使顏采蜜粉,1350
Base,定妝,KRYOLAN 歌劇魅影,名模晶透蜜粉 ANTI-SHINE POWDER,1100
Base,定妝,SHISEIDO 資生堂-東京櫃,心機輕蜜粉 LOOSE POWDER,1100
Base,定妝,MAYBELLINE 媚比琳,FIT me反孔特霧蜜粉餅,340
Base,定妝,media 媚點,防曬蜜粉(透明)SPF18/PA++,350
Base,定妝,Kanebo 佳麗寶-專櫃,礦物UV防曬蜜粉 SPF38 PA+++ ALLIE MINERAL UV CUT POWDER,790
Base,定妝,smashbox,揮別油光輕蜜粉 Photo Set Finishing Powder SPF15,900
Base,定妝,xantia 桑緹亞,魔力珍珠蜜粉 LOOSE POWDER,1280
Base,定妝,GATSBY,蜜粉式清爽吸油面紙 Powder Oil Clear Paper,100
Base,定妝,LAURA MERCIER 蘿拉蜜思,晶亮蜜粉 Secret Brightening,950
Base,定妝,KRYOLAN 歌劇魅影,輕柔透明蜜粉 Translucent Powder,0
Base,定妝,PALGANTONG 劇場魔匠,面具蜜粉 PALGANTONG MAKE-UP THEATRIGAL POWDER,280/630
Base,定妝,Chantecaille 香緹卡,絲柔蜜粉 TALC FREE LOOSE POWDER,2600
Base,定妝,GIVENCHY 紀梵希,魅力蜜彩粉盒,1500
Base,定妝,Dior 迪奧,光柔蜜粉/蜜粉餅,1130/1350
Base,定妝,Kanebo 佳麗寶-專櫃,纖透蜜粉,1550
Base,定妝,M.A.C,精采薄透蜜粉餅,850
Base,定妝,UNT,完美持久吸油蜜粉,259
Base,定妝,BOBBI BROWN 芭比波朗,彷若裸膚蜜粉餅 Nude Finish Illuminating Powder,1750
Base,定妝,shu uemura 植村秀,雙效持妝蜜粉餅 DUALFIT PRESSED POWDER,850/1300
Base,定妝,Freshel 膚蕊,淨柔礦物BB蜜粉,390
Base,定妝,Nature&Co,純淨柔礦蜜粉,480
Base,定妝,Ben Nye,超微粒自然定妝粉,200
Base,定妝,SKIN79,玫瑰戀人防曬蜜粉餅 SPF30 PA+++,630
Base,定妝,SHISEIDO 資生堂-國際櫃,淡斑保養粉,1650
Base,定妝,IPKN,淨白香氛防曬遮瑕蜜粉餅 SPF25 PA++,990
Base,定妝,Candy Doll,棉花糖礦物蜜粉 CandyDoll FacePowder,630
Base,定妝,SOFINA 蘇菲娜,Primavista蜜粉餅 SPF15/PA++,850
Base,定妝,Kanebo 佳麗寶-專櫃,米蘭絕色蜜粉餅,4500
Base,定妝,ORBIS,柔焦蜜粉 Loose Powder Refill,580
Base,定妝,NARS,光透感蜜粉餅 Pressed Powder,1150
Base,定妝,ettusais 艾杜紗,荳蔻晚安粉,780
Base,定妝,L'OREAL PARiS 巴黎萊雅,完美吻膚親肌系蜜粉餅 True Match Pressed Powder,450
Base,定妝,Benefit,瑪其朵蜜粉盒,1200
Base,定妝,COVERMARK,草本修護蜜粉,1200/1550
Base,定妝,neuve 惹我,惹我 清爽吸油蜜粉,160
Base,定妝,MAKE UP FOR EVER,超光肌活氧水(激活版) MIST & FIX,1000
Base,定妝,BEAUTYMAKER,零油光完美持妝噴霧,380
Base,定妝,YSL 聖羅蘭,名模肌密保濕持妝噴霧,1700
Base,定妝,BEVY C. 妝前保養,裸紗親膚柔光潤顏蜜粉 Lumisoft Perfection Silk Loose Powder,780
Base,定妝,KRYOLAN 歌劇魅影,HD高解析蠶絲輕齡蜜粉,1800
Base,定妝,1028,超吸油蜜粉餅,199
Base,定妝,THREE,凝光蜜粉(光采) Ultimate Diaphanous Loose Powder(GLOW),1800
Base,定妝,MISSHA,零毛孔控油輕爽粉餅,450
Base,定妝,PAUL&JOE,糖瓷珍珠蜜粉 LOOSE FACE POWDER,1550/2750
Base,定妝,SOFINA 蘇菲娜,Primavista蜜粉,1100
Base,定妝,MOMUS,HD-微晶礦質蜜粉 High Definition Microfinish Mineral Powder,250
Base,定妝,CHANEL 香奈兒,清透蜜粉餅SPF15 PURETE MAT,1650
Base,定妝,MISSHA,超完美蜜粉 Flower Face Powedr,295
Base,定妝,M.A.C,美顏蜜粉餅 Beauty Powder,1250
Base,定妝,shu uemura 植村秀,蜜粉,0
Base,定妝,SHISEIDO 資生堂-東京櫃,莉薇特麗尊采蜜粉 Revital Royal Refined Loose Powder,1750
Base,定妝,CHANEL 香奈兒,時尚裸光蜜粉餅,1950
Base,定妝,CLARINS 克蘭詩,玫瑰精萃定妝噴霧 Fix’ Makeup,1050
Base,定妝,INTEGRATE 櫻特芮,透亮無瑕美肌蜜粉底,420
Base,定妝,LAPCOS,拍拍超吸油蜜粉撲,580
Base,定妝,excel,光感透亮蜜粉 CLEAR LUCENT FACE POWDER NA,750
Base,定妝,MAKE UP FOR EVER,ULTRA HD 超進化無瑕微晶蜜粉 Ultra HD Loose Powder  Login to like,1400
Base,定妝,Benefit,豔陽加州蜜粉,1200
Base,定妝,ELEGANCE,極緻歡顏5D蜜粉餅 LA  POUDRE HAUTE NUANCE,3300/4900
Base,定妝,ORBIS,極緻抗陽蜜粉餅SPF50/PA++++ UV CUT SUNSCREEN POWDER,680
Base,定妝,CHANEL 香奈兒,米色時尚BB蜜粉餅SPF15 PA++ LES BEIGES HEALTHY GLOW SHEER POWDER SPF15 PA++,1890
Base,定妝,Kanebo 佳麗寶-專櫃,極緻蜜粉,3600
Base,定妝,MAYBELLINE 媚比琳,純淨礦物定妝粉 Pure Mineral Veil,350
Base,定妝,COVERMARK,水肌蜜粉,1200/1550
Base,定妝,CLINIQUE 倩碧,晶瑩蜜粉 Invisible Blend Powder,800
Base,定妝,KATE TOKYO 凱婷,細緻光蜜粉 Kate Face Powder,390
Base,定妝,media 媚點,光透柔焦蜜粉,350
Base,定妝,CHANEL 香奈兒,立體光亮采盤,1950
Base,定妝,INNER SKIN,茶樹控油礦物保養蜜粉,399
Base,定妝,INTEGRATE 櫻特芮,長效控油美肌蜜粉餅,380
Base,定妝,SHISEIDO 資生堂-國際櫃,時尚色繪霓光全能七彩盤,1650
Base,定妝,JILL STUART 吉麗絲朵,雪紡晶透蜜粉餅SPF20/PA++ CRYSTAL LUCENT FACE POWDER,1600
Base,定妝,innisfree,無油無慮礦物控油蜜粉餅 no sebum mineral pact,410
Base,定妝,Miss Hana 花娜小姐,SPF傳明酸礦物控油蜜粉餅,399
Base,定妝,SOFINA 蘇菲娜,Primavista 零油光蜜粉,950
Base,定妝,MISSHA,零毛孔控油輕爽控油蜜粉,450
Base,定妝,essence cosmetics 艾森絲,超霧光定妝粉餅 All About Matt! Fixing Compact Powder,129
Base,定妝,FANCL,晶透瓷肌蜜粉(舞戀花紫版),1150
Base,定妝,KRYOLAN 歌劇魅影,好蓋遮瑕組,1300
Base,定妝,RMK,柔光蜜彩餅 Pressed Powder N,1600
Base,定妝,M.A.C,神奇水蜜粉 Magically Cool Liquid Powder,1200
Base,定妝,PAUL&JOE,糖瓷光霧蜜粉餅,1400/1950
Base,定妝,L'EGERE 蘭吉兒,陶瓷亮澤水蜜粉 MAGIC WATER COOL AQUA POWDER,650
Base,定妝,GIVENCHY 紀梵希,魅力幻彩粉盒,0
Base,定妝,smashbox,保濕抗皺礦物蜜粉 HALO HYDRATING PERFECTING POWDER,2200
Base,定妝,Dior 迪奧,逆時全效無痕蜜粉 Poudre Libre Eclat Haute-D&eacutefinition,2100
Base,定妝,CLINIQUE 倩碧,肌本透白蜜粉SPF20/PA++,1000
Base,定妝,SKINFOOD,雪芙蕎麥蜜粉,315
Base,定妝,Theophile 泰奧菲,銀采醇米蜜粉,0
Base,定妝,SUGAO,雪紡紗輕裸蜜粉(雪膚),420
Base,定妝,ettusais 艾杜紗,24H美顏拍拍蜜粉 skincare powder,580
Base,定妝,innisfree,控油無瑕蜜粉 No sebum blur powder,297
Base,定妝,CHANEL 香奈兒,活力柔光緊緻精萃蜜粉底 VITALUMIERE LOOSE POWDER FOUNDATION,2450
Base,定妝,GUERLAIN 嬌蘭,新版幻彩流星蜜粉球,2200
Base,定妝,3 Concept Eyes,[海外販售] 蘋果光局部打亮修容棒 shimmer stick,0
Base,定妝,CHANEL 香奈兒,最愛香奈兒蜜粉餅,2200
Base,定妝,RIMMEL 倫敦芮魅,迷霧妝媛控油蜜粉餅 Stay Matte Pressed Powder,220
Base,定妝,BURBERRY,絲柔輕透蜜粉 SHEER POWDER,1800
Base,定妝,Benefit,3D美得冒泡蜜粉盒,1200
Base,定妝,GUERLAIN 嬌蘭,幻彩流星迷妳蜜粉餅,2000
Base,定妝,JILL STUART 吉麗絲朵,雪紡柔光蜜粉 LOOSE POWDER N,1500
Base,定妝,NOV 娜芙,UV蜜粉 SPF16 PA++（透明色） NOV pressed powder UV SPF16 PA++,330/1100
Base,定妝,Kanebo 佳麗寶-專櫃,潤活光采蜜粉 Finish Concentrate,2000
Base,定妝,丸竹,金珠粉,50
Base,定妝,LAURA MERCIER 蘿拉蜜思,喚顏柔礦粉 Mineral Primer,1200
Base,定妝,SHISEIDO 資生堂-東京櫃,心機蜜粉餅,1050
Base,定妝,MISSHA,水嫩嫩蜜粉,195
Base,定妝,KRYOLAN 歌劇魅影,柔光控油補妝蜜粉,0
Base,定妝,Kanebo 佳麗寶-專櫃,晶鑽魔法粉,790
Base,定妝,WHITIA 白媞雅,美白C活膚粉,460
Base,定妝,BOBBI BROWN 芭比波朗,羽柔蜜粉餅 Sheer Finish Pressed Powders,1350
Base,定妝,SHISEIDO 資生堂-國際櫃,夢思嬌香粉131 Moisture Mist Translucent Face Powder,290
Base,定妝,shu uemura 植村秀,無極限持久定妝噴霧,1100
Base,定妝,excel,晶漾持久蜜粉,865
Base,定妝,KOSE 高絲-專櫃,雪肌精御雅琉光輕柔蜜粉,1300
Base,定妝,Freshel 膚蕊,美肌淨透蜜粉SPF26/PA++,390
Base,定妝,media 媚點,自然肌透BB蜜粉,300
Base,定妝,GIVENCHY 紀梵希,魅力4G幻彩蜜粉,2150
Base,定妝,KRYOLAN 歌劇魅影,百分百幻顏防水蜜粉,800
Base,定妝,INTEGRATE 櫻特芮,零毛孔光透蜜粉餅SPF12/PA++,380
Base,定妝,ETVOS,光澤清透防曬礦物粉底SPF25/PA++ dearmineralFoundation,1200
Base,定妝,NARS,裸光蜜粉,1200
Base,定妝,M.A.C,升級版柔礦迷光雙效蜜粉底 MINERALIZE FOUNDATION/LOOSE,1350
Base,定妝,Benefit,粉天使肌蜜粉盒,1250
Base,定妝,BOBBI BROWN 芭比波朗,輕透亮礦物BB粉 SPF15 PA+++,1500
Base,定妝,KOSE 高絲-專櫃,無限肌緻羽柔美顏蜜粉,1900
Base,定妝,CathyCat,不怕黑防曬輕蜜粉 SPF45 PA+++ Grinding Sun Powder,1480
Base,定妝,SKIN79,絲柔防曬蜜粉餅SPF25 PA++,630
Base,定妝,丸竹,玫瑰蜜粉,200
Base,定妝,SHISEIDO 資生堂-東京櫃,敏感話題柔滑蜜粉 SMOOTH UP FACE POWDER,750/1200
Base,定妝,Chacott For Professionals,保濕蜜粉 Enriching Powder HD,790
Base,定妝,BEAUTYMAKER,零負擔礦物蜜粉底,480
Base,定妝,LAURA MERCIER 蘿拉蜜思,定妝柔礦粉 Mineral Finishing Powder,1400
Base,定妝,Benefit,小桃氣蜜粉盒,1200
Base,定妝,M.A.C,吸油鬆粉 Blot Powder/Loose,680
Base,定妝,media 媚點,防曬蜜粉餅,0
Base,定妝,COVERMARK,粉黛透澤蜜粉餅,1800/2300
Base,定妝,YSL 聖羅蘭,恆久完美柔霧蜜粉餅,2000
Base,定妝,1028,Hold it！超吸油蜜粉餅,219
Base,定妝,Kanebo 佳麗寶-專櫃,米蘭絕色蜜粉餅2018 FACE UP POWDER (MILANO COLLECTION 2018),4500
Base,定妝,I'M MEME,我愛油光GG蜜粉餅,390
Base,定妝,CLUB cosmetics,素顏蜜粉餅,480
Base,定妝,1028,持光修片餅 Bouncy Blur Finisher,480
Base,定妝,LANCOME 蘭蔻,絕對完美精粹蜜粉 ABSOLUE SUBLIME RADIANCE SMOOTHING LOOSE POWDER,3100
Base,定妝,GUERLAIN 嬌蘭,雪舞晶透幻彩流星蜜粉球,2850
Base,定妝,ettusais 艾杜紗,喚顏肌密光顏亮采CC蜜粉,840
Base,定妝,KATE TOKYO 凱婷,改良版進化美肌礦物蜜粉底SPF25/PA++,420
Base,定妝,VOV,愛現粉紅撲撲蜜粉,380
Base,定妝,CHIC CHOC 奇可俏可,Baby Touch系列--蜜粉 FACE POWDER,760
Base,定妝,Kanebo 佳麗寶-專櫃,盈透持久蜜粉UV Beauty Make Up Powder,890/1210
Base,定妝,Jurlique 茱莉蔻,玫瑰絲絨蜜粉 Rose Silk Finishing Powder,0
Base,定妝,CANMAKE,臉部修飾蜜粉霜 Hilighter,275
Base,定妝,IPSA 茵芙莎,新肌色蜜粉,1350
Base,定妝,SKINFOOD,純米亮白蜜粉,350
Base,定妝,M.A.C,光纖蜜粉餅,0
Base,定妝,cle de peau Beaute 肌膚之鑰,蜜粉餅 poudre compacte,1850/2700
Base,定妝,Avon 雅芳,雅芳細緻蜜粉,900
Base,定妝,DR.CINK,琉璃柔紗珍珠蜜粉 Glasting Veil Pearl Powder,890
Base,定妝,kiss,雪紡珠光持妝蜜粉,550
Base,定妝,COVERMARK,柔紗極光蜜粉SPF28/PA+++ SILKY LOOSE POWDER SPF28/PA+++,1200
Base,定妝,shu uemura 植村秀,鑽石光蜜粉 the lightbulb,1400
Base,定妝,THREE,凝光蜜粉(無著色) ULTIMATE DIAPHANOUS LOOSE POWDER,1800
Base,定妝,ANNA SUI 安娜蘇,魔法肌密防曬蜜粉SPF20/PA++,1850
Base,定妝,PAUL&JOE,水手貓貓防曬蜜粉餅組SPF25/PA++ PROTECTING PRESSED POWDER SPF25/PA++,1950
Base,定妝,1028,玻尿酸礦物保濕蜜粉SPF15★,480
Base,定妝,media 媚點,蘋果肌蜜粉,300
Base,定妝,BOBBI BROWN 芭比波朗,晶幻瞬白蜜粉餅 Brightening Finishing Powder,1850
Base,定妝,CHANEL 香奈兒,艷陽四色蜜粉盤,1820
Base,定妝,LAURA MERCIER 蘿拉蜜思,柔焦定妝粉 Invisible Loose Setting Powder,1600
Base,定妝,丸竹,香粉,0
Base,定妝,SUQQU,晶采柔膚蜜粉 LOOSE POWDER,2300
Base,定妝,IPSA 茵芙莎,自律循環蜜粉 Pure Loose Powder,1600
Base,定妝,SANA 莎娜,毛穴職人透明遮瑕蜜粉餅,455
Base,定妝,KOSE 高絲-開架式,粉紅公主 吸油蜜粉紙,100
Base,定妝,Benefit,萬用蜜粉盒,1350
Base,定妝,SHISEIDO 資生堂-東京櫃,心機晶彩蜜粉,750
Base,定妝,BOURJOIS 妙巴黎,烘焙粉餅乾 PASTEL TEINT ESSENTIEL,520
Base,定妝,shu uemura 植村秀,柔焦蜜粉餅 08AW Luring Powder,800
Base,定妝,Jurlique 茱莉蔻,薰衣草絲絨蜜粉 Lavender Silk Finishing Powder,0
Base,定妝,MARY QUANT 瑪莉官,[海外販售] 完妝蜜粉,0
Base,定妝,CHIC CHOC 奇可俏可,亮采蜜粉餅 W Face Color,550
Base,定妝,excel,[限量] 晶漾蜜粉餅,790
Base,定妝,L'OREAL PARiS 巴黎萊雅,油光OUT恆霧蜜粉餅,390
Base,定妝,Dior 迪奧,輕透光燦礦物蜜粉餅,1900
Base,定妝,SUGAO,雪紡紗輕裸蜜粉(透明),420
Base,定妝,BOBBI BROWN 芭比波朗,完美修片勻色輕蜜粉,1650
Base,定妝,CEZANNE,純淨亮透蜜粉餅,350
Base,定妝,A'PIEU,控油礦物蜜粉餅,390
Base,定妝,Whoo 后,拱辰享美防曬蜜粉(升級版)SPF50/PA+++,1880
Base,定妝,Dior 迪奧,雪晶靈亮妍淨白蜜粉餅,2200
Base,定妝,ANNA SUI 安娜蘇,魔法肌密蜜粉,1850
Base,定妝,CHANEL 香奈兒,絲絨珠光蜜粉,1800
Base,定妝,LANCOME 蘭蔻,光感奇蹟保濕蜜粉,1600
Base,定妝,BEAUTYMAKER,傳明酸沁白保濕蜜粉,480
Base,定妝,M.A.C,專業輕透保濕蜜粉餅 Studio Careblend Pressed Powder,0
Base,定妝,REVLON 露華濃,完全調理透明蜜粉 PhotoReady Translucent Finisher,550
Base,定妝,KOSE 高絲-專櫃,雪肌精極淬蜜粉 SPF12 PA++,1500
Base,定妝,CathyCat,白金四色蘋果光餅,1580
Base,定妝,JILL STUART 吉麗絲朵,莓淬果露亮白美肌粉 PURE BRIGHTENING DAYCARE POWDER,1650
Base,定妝,MUJI 無印良品,敏感肌用蜜粉,260/510
Base,定妝,M.A.C,毛孔隱形粉 PREP + PRIME TRANSPARENT FINISHING POWDER,900
Base,定妝,IPSA 茵芙莎,淨透花影蜜餅 PURE CONTROL POWDER,900
Base,定妝,Dior 迪奧,光柔保濕蜜粉 Diorskin Poudre Libre,1700
Base,定妝,SANA 莎娜,舞妓蜜粉,0
Base,定妝,CHANEL 香奈兒,隱形毛孔蜜粉 POUDRE CRISTALLINE Ultra-Fine Translucent Powder w,1940
Base,定妝,M.A.C,精采薄透蜜粉,0
Base,定妝,stila,「花中城堡」雙彩奐顏匣 all over glow,1200
Base,定妝,M.A.C,晶亮蜜粉餅 IRIDESCENT POWDER,880
Base,定妝,BOBBI BROWN 芭比波朗,羽柔蜜粉 Sheer Finish Loose,1350
Base,定妝,SUQQU,晶采無瑕蜜粉 NATURAL COVERING LOOSE POWDER,2300
Base,定妝,NYX,專業後台定妝噴霧(霧感) MAKEUP SETTING SPRAY,380
Base,定妝,Dior 迪奧,超完美輕盈蜜粉,2000
Base,定妝,Chantecaille 香緹卡,高畫質修容蜜粉餅 HD Definition Perfecting Powder,3000
Base,定妝,Whoo 后,拱辰享氣墊防曬蜜粉,2380
Base,定妝,SHISEIDO 資生堂-東京櫃,心機白雪香氛魔法盒(限定),2000
Base,定妝,Benefit,搖滾俏妞蜜粉盒,1250
Base,定妝,Navalli Hill,光透感礦物蜜粉 sparkling loose  powder,420
Base,定妝,ANNA SUI 安娜蘇,魔法肌密防曬智慧蜜粉SPF16 PA++,1250
Base,定妝,MISSHA,零妝感輕盈羽絨蜜粉SPF15,450
Base,定妝,agnes b.,極透光完美無瑕蜜粉餅 POUDRIER B.PERFECT!,0
Base,定妝,ETUDE HOUSE,有氧小白臉C皙控油蜜粉 SPF50+ PA+++ O2 White C Sun Powder SPF50+ PA+++,680
Base,定妝,GUERLAIN 嬌蘭,幻彩流星蜜粉餅,5500
Base,定妝,Dior 迪奧,光柔礦物水感蜜粉底 SPF10 Natural Fresh Powder Makeup,1500
Base,定妝,smashbox,炫光色彩盤 BAKED FUSION SOFT LIGHTS,1050
Base,定妝,Dior 迪奧,光柔恆色隱形定妝粉 Extreme Fix Loose Powder,1500
Base,定妝,Kanebo 佳麗寶-專櫃,水漾輕透蜜餅 FEEL VEIL POWDER,890
Base,定妝,KRYOLAN 歌劇魅影,璀璨極光蜜粉,650
Base,定妝,CLINIQUE 倩碧,光妍活采淨白蜜粉,1200
Base,定妝,THE FACE SHOP 菲詩小舖,蓮花修飾蜜粉,0
Base,定妝,Nu Skin 如新,薄妝蜜粉 Finishing Powder,675
Base,定妝,MAKE UP FOR EVER,微霧輕感粉噴霧,900
Base,定妝,BOURJOIS 妙巴黎,果然新肌光蜜粉餅旗艦版,390
Base,定妝,M.A.C,天生美肌蜜粉餅,1400
Base,定妝,shu uemura 植村秀,隱形控油蜜粉餅,1150
Base,定妝,PAUL&JOE,糖瓷輕盈柔霧蜜粉餅SPF15/PA＋+ PRESSED FACE POWDER,1950
Base,定妝,Dior 迪奧,輕透光空氣蜜粉餅,2100
Base,定妝,ETVOS,柔霧無瑕防曬礦物粉底 Matte Smooth Mineral Foundation,1200
Base,定妝,SOFINA 蘇菲娜,Primavista蜜粉(夏日冰沁限定版),1200
Base,定妝,Whoo 后,花顏巧語BB蜜粉球,2780
Base,定妝,Kanebo 佳麗寶-專櫃,淨透光采蜜粉N Skin Contrast Face Powder N,1770
Base,定妝,Whoo 后,金鐏玉帛輕透防曬蜜粉餅 Mi Powder Compact SPF30 PA+++,1980
Base,定妝,Mai Doll,陶瓷娃娃光采礦物蜜粉,249
Base,定妝,HERA,[海外販售] Precious Powder,0
Base,定妝,xantia 桑緹亞,魔力珍珠蜜粉餅 Finish Cake,980
Base,定妝,SHISEIDO 資生堂-國際櫃,時尚色繪尚質蜜粉 Translucent Loose Powder,1250
Base,定妝,CEZANNE,防曬遮瑕蜜粉,0
Base,定妝,CHANEL 香奈兒,光采透亮蜜粉餅 Poudre Douce,1720
Base,定妝,NARS,光透感蜜粉 Loose Powder,1300
Base,定妝,MAKE UP FOR EVER,絲柔蜜粉 Super Silk Loose Powder,1300
Base,定妝,IPSA 茵芙莎,毛孔細緻蜜粉 Pore Less Loose Powder,1350
Base,定妝,CANMAKE,柔光亮膚蜜粉 Micro Loose Powder,320
Base,定妝,Kanebo 佳麗寶-專櫃,柔亮持久蜜粉(保濕型),790
Base,定妝,Betty Boop,紐約妖姬潤色蜜粉,0
Base,定妝,SHISEIDO 資生堂-國際櫃,優白防曬蜜粉 UV White White Up Veil,1150
Base,定妝,CHIC CHOC 奇可俏可,亮采蜜粉 Sheer Finish Powder,670
Base,定妝,Kanebo 佳麗寶-專櫃,[限量] 米蘭絕色蜜粉餅2020 GR,4500
Base,定妝,KOSE 高絲-開架式,妞蒂可極上素顏蜜粉,0
Base,定妝,@cosme nippon,[海外販售] 加賀金箔蜜粉,880
Base,定妝,BEAUTYMAKER,零油光吸油蜜粉餅,550
Base,定妝,REVLON 露華濃,超持色清透遮瑕蜜粉,490
Base,定妝,KOSE 高絲-專櫃,雪肌精輕透瑩白蜜粉,1000
Base,定妝,Rebecca Bonbon,絲滑亮晰蜜粉餅,390
Base,定妝,AC by AngelColor,Kikilala夢幻無瑕柔焦蜜粉,680
Base,定妝,ETUDE HOUSE,極光星煥蜜粉餅,550
Base,定妝,BEAUTYMAKER,冰紛淨白水蜜粉,550
Base,定妝,LANEIGE 蘭芝,水潤光輕亮蜜粉刷 Brush Pact,0
Base,定妝,elite,輕亮水凝蜜粉,330
Base,定妝,ETVOS,裸感入眠靜夜礦物蜜粉 Night Mineral Foundation,1000
Base,定妝,ettusais 艾杜紗,高機能美白礦物BB蜜粉餅SPF25 PA++,800
Base,定妝,GUERLAIN 嬌蘭,秘密花園限量蜜粉餅,2350
Base,隔離,cle de peau Beaute 肌膚之鑰,光采無瑕妝前凝霜 SPF25/PA++,2100
Base,隔離,SHISEIDO 資生堂-東京櫃,怡麗絲爾多效彈潤美肌乳T+,900
Base,隔離,SOFINA 蘇菲娜,Primavista零油光妝前修飾乳升級版,850
Base,隔離,SHISEIDO 資生堂-東京櫃,安耐曬金鑽高效防曬露EX SPF50+/PA++++,329/950
Base,隔離,pony effect,水透光妝前防護乳SPF50+/PA++++,890
Base,隔離,SOFINA 蘇菲娜,漾緁控油瓷效妝前隔離乳SPF25/PA++,350
Base,隔離,ORBIS,透妍潤色隔離霜-極清爽型SPF34/PA+++,390
Base,隔離,Dior 迪奧,雪晶靈極淨透白防護隔離霜 SP50 PA+++ White Reveal UV Shield SPF50 PA+++,1600
Base,隔離,LAURA MERCIER 蘿拉蜜思,保濕潤色美妝蜜SPF30/PA+++ Tinted Moisturizer,1800
Base,隔離,LAURA MERCIER 蘿拉蜜思,煥顏凝露(保濕)  Pure Canvas Primer Hydrating,1500
Base,隔離,SOFINA 蘇菲娜,Primavista零油光妝前修飾乳晉級版SPF20/PA++,850
Base,隔離,ORBIS,透妍光肌隔離霜(清爽型)SPF34/PA+++,390
Base,隔離,shu uemura 植村秀,極保濕輕感防護乳SPF50/PA+++,1550
Base,隔離,PAUL&JOE,糖瓷絲潤隔離乳S SPF15/PA+ MOISTURIZING FOUNDATION PRIMER S,1200
Base,隔離,SHISEIDO 資生堂-東京櫃,怡麗絲爾多效膠原美肌乳SPF50+/PA++++,900
Base,隔離,SOFINA 蘇菲娜,漾緁控油瓷效妝前隔離乳進化版,350
Base,隔離,MENTHOLATUM 曼秀雷敦,水潤肌柔光透亮防曬飾底凝露SPF50+/PA++++,369
Base,隔離,ettusais 艾杜紗,高機能妝前修飾乳SPF50+/PA++++,390
Base,隔離,HERA,[海外販售] Precious Base SPF15 PA+,0
Base,隔離,GIORGIO ARMANI 亞曼尼,高效防護妝前乳 SPF40 PA+++ UV master primer SPF40 PA+++,2050
Base,隔離,CHANEL 香奈兒,淨白防護妝前乳SPF30.PA++,1400
Base,隔離,cle de peau Beaute 肌膚之鑰,妝前霜(滋潤型)SPF20.PA++ base lissante tendre,1900
Base,隔離,cle de peau Beaute 肌膚之鑰,妝前霜(清爽型) SPF20 PA++ base lissante fraiche,2100
Base,隔離,W.Lab,白雪公主素顏霜 WHITE HOLIC,550
Base,隔離,KATE TOKYO 凱婷,零瑕肌密濾鏡校色霜,390
Base,隔離,KATE TOKYO 凱婷,零瑕肌密高效防曬隔離霜 PROTECTION EX,390
Base,隔離,kiss,裸紗透白持妝隔離霜SPF26/PA++,420
Base,隔離,MAYBELLINE 媚比琳,夢幻奇蹟控油透潤持妝乳,395
Base,隔離,Kanebo 佳麗寶-專櫃,盈透光潤底霜 Beauty Essence Veil,890
Base,隔離,CHANEL 香奈兒,超美白升級版防護妝前乳 SPF30 PA+++,1650
Base,隔離,Kanebo 佳麗寶-專櫃,玫瑰水漾凝霜 ESSENCE IN MOISTURE FIX,890
Base,隔離,BOBBI BROWN 芭比波朗,彷若裸膚氣墊隔離霜 Skin Radiant Glow Cushion Compact Foundation SPF 50/PA +++,1800
Base,隔離,Neogence 霓淨思,玻尿酸控油持妝乳 OIL CONTROL LASTING MAKE UP BASE,850
Base,隔離,CEZANNE,長效控油妝前隔離乳,290
Base,隔離,ORBIS,和漢淨肌光暈隔離霜,480
Base,隔離,CHANEL 香奈兒,珍珠光感超淨白防曬妝前乳SPF40/PA+++ LIGHT CREATOR BRIGHTENING MAKEUP BASE SPF 40 / PA +++,1900
Base,隔離,Whoo 后,金鐏玉帛光感潤色露,1780
